"phase","concept_id","name","primary_type","context_key","section","equipment","location","primary_muscle","secondary_muscles","joints","goal","priority","quality"
"v0.9.9B6B","wall_slide_com_antebracos","Wall slide com antebracos","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","wall_slide_com_antebracos_regressivo","Wall slide com antebracos regressivo","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","wall_slide_com_antebracos_com_pausa_curta","Wall slide com antebracos com pausa curta","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","wall_slide_com_antebracos_em_ritmo_lento","Wall slide com antebracos em ritmo lento","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","pass_through_com_pau","Pass-through com pau","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","pass_through_com_pau_regressivo","Pass-through com pau regressivo","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","pass_through_com_pau_com_pausa_curta","Pass-through com pau com pausa curta","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","pass_through_com_pau_em_ritmo_lento","Pass-through com pau em ritmo lento","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","cars_de_ombro_em_pe","CARs de ombro em pe","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","cars_de_ombro_em_pe_regressivo","CARs de ombro em pe regressivo","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","cars_de_ombro_em_pe_com_pausa_curta","CARs de ombro em pe com pausa curta","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","cars_de_ombro_em_pe_em_ritmo_lento","CARs de ombro em pe em ritmo lento","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","rotacao_externa_na_parede","Rotacao externa na parede","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","rotacao_externa_na_parede_regressivo","Rotacao externa na parede regressivo","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","rotacao_externa_na_parede_com_pausa_curta","Rotacao externa na parede com pausa curta","mobilidade","mobilidade","ombro, coluna e punho","parede; stick; foamroller; cadeira","casa; ginasio","mobilidade toracica","ombro; escapula; lombar; pescoco; punho","toracica; lombar; cervical; ombro; punho","melhorar mobilidade de tronco e membros superiores","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_isquiotibiais_com_strap","Alongamento de isquiotibiais com strap","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_isquiotibiais_com_strap_regressivo","Alongamento de isquiotibiais com strap regressivo","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_isquiotibiais_com_strap_com_pausa_curta","Alongamento de isquiotibiais com strap com pausa curta","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_isquiotibiais_com_strap_em_ritmo_lento","Alongamento de isquiotibiais com strap em ritmo lento","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_posterior_sentado","Alongamento de posterior sentado","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_posterior_sentado_regressivo","Alongamento de posterior sentado regressivo","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_posterior_sentado_com_pausa_curta","Alongamento de posterior sentado com pausa curta","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_posterior_sentado_em_ritmo_lento","Alongamento de posterior sentado em ritmo lento","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_gemeos_na_parede","Alongamento de gemeos na parede","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_gemeos_na_parede_regressivo","Alongamento de gemeos na parede regressivo","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_gemeos_na_parede_com_pausa_curta","Alongamento de gemeos na parede com pausa curta","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_gemeos_na_parede_em_ritmo_lento","Alongamento de gemeos na parede em ritmo lento","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_soleo_na_parede","Alongamento de soleo na parede","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_soleo_na_parede_regressivo","Alongamento de soleo na parede regressivo","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_soleo_na_parede_com_pausa_curta","Alongamento de soleo na parede com pausa curta","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_soleo_na_parede_em_ritmo_lento","Alongamento de soleo na parede em ritmo lento","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_cadeia_posterior_deitado","Alongamento de cadeia posterior deitado","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_cadeia_posterior_deitado_regressivo","Alongamento de cadeia posterior deitado regressivo","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_cadeia_posterior_deitado_com_pausa_curta","Alongamento de cadeia posterior deitado com pausa curta","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_cadeia_posterior_deitado_em_ritmo_lento","Alongamento de cadeia posterior deitado em ritmo lento","elasticidade","elasticidade","cadeia posterior e anca","strap; parede; almofada; peso corporal","casa; ginasio","isquiotibiais","gemeos; gluteos; flexores da anca; adutores; lombar","anca; joelho; tornozelo; lombar","alongar cadeia posterior e anca com respiracao e sem dor","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_peitoral_na_porta","Alongamento de peitoral na porta","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_peitoral_na_porta_regressivo","Alongamento de peitoral na porta regressivo","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_peitoral_na_porta_com_pausa_curta","Alongamento de peitoral na porta com pausa curta","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_peitoral_na_porta_em_ritmo_lento","Alongamento de peitoral na porta em ritmo lento","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_dorsal_na_parede","Alongamento de dorsal na parede","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_dorsal_na_parede_regressivo","Alongamento de dorsal na parede regressivo","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_dorsal_na_parede_com_pausa_curta","Alongamento de dorsal na parede com pausa curta","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_dorsal_na_parede_em_ritmo_lento","Alongamento de dorsal na parede em ritmo lento","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_ombro_cruzado","Alongamento de ombro cruzado","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_ombro_cruzado_regressivo","Alongamento de ombro cruzado regressivo","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_ombro_cruzado_com_pausa_curta","Alongamento de ombro cruzado com pausa curta","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_ombro_cruzado_em_ritmo_lento","Alongamento de ombro cruzado em ritmo lento","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_triceps_acima_da_cabeca","Alongamento de triceps acima da cabeca","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_triceps_acima_da_cabeca_regressivo","Alongamento de triceps acima da cabeca regressivo","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_triceps_acima_da_cabeca_com_pausa_curta","Alongamento de triceps acima da cabeca com pausa curta","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_triceps_acima_da_cabeca_em_ritmo_lento","Alongamento de triceps acima da cabeca em ritmo lento","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_biceps_na_parede","Alongamento de biceps na parede","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
"v0.9.9B6B","alongamento_de_biceps_na_parede_regressivo","Alongamento de biceps na parede regressivo","elasticidade","elasticidade","tronco e membros superiores","parede; porta; toalha","casa; ginasio","peitoral maior","dorsais; ombros; antebracos; pescoco; triceps","ombro; cotovelo; punho; cervical","alongar zonas que limitam empurrar, puxar e postura","GOOD_V1","A"
