"phase","concept_id","name","primary_type","context_key","section","equipment","location","primary_muscle","secondary_muscles","joints","goal","priority","quality"
"v0.9.9B6A","fartlek_iniciante_progressivo","Fartlek iniciante progressivo","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Fartlek iniciante progressivo com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","corda_ritmo_leve","Corda ritmo leve","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Corda ritmo leve com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","corda_ritmo_leve_progressivo","Corda ritmo leve progressivo","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Corda ritmo leve progressivo com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","corda_intervalada_curta","Corda intervalada curta","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Corda intervalada curta com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","corda_intervalada_curta_progressivo","Corda intervalada curta progressivo","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Corda intervalada curta progressivo com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","hiit_baixo_impacto_sem_saltos","HIIT baixo impacto sem saltos","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar HIIT baixo impacto sem saltos com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","hiit_baixo_impacto_sem_saltos_progressivo","HIIT baixo impacto sem saltos progressivo","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar HIIT baixo impacto sem saltos progressivo com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","marcha_rapida_no_lugar","Marcha rapida no lugar","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Marcha rapida no lugar com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","marcha_rapida_no_lugar_progressivo","Marcha rapida no lugar progressivo","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Marcha rapida no lugar progressivo com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","step_jack_baixo_impacto","Step jack baixo impacto","cardio","cardio","baixo impacto e exterior","Bicicleta estatica, eliptica, corda ou peso corporal","","sistema cardiovascular","pernas; core; respiracao; ritmo","","treinar Step jack baixo impacto com intensidade progressiva e respiracao controlada","GOOD_V1","A"
"v0.9.9B6A","respiracao_diafragmatica_deitado","Respiracao diafragmatica deitado","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao diafragmatica deitado para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_diafragmatica_deitado_regressivo","Respiracao diafragmatica deitado regressivo","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao diafragmatica deitado regressivo para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_diafragmatica_deitado_com_pausa_curta","Respiracao diafragmatica deitado com pausa curta","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao diafragmatica deitado com pausa curta para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_diafragmatica_deitado_em_ritmo_lento","Respiracao diafragmatica deitado em ritmo lento","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao diafragmatica deitado em ritmo lento para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_4_6_sentado","Respiracao 4-6 sentado","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao 4-6 sentado para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_4_6_sentado_regressivo","Respiracao 4-6 sentado regressivo","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao 4-6 sentado regressivo para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_4_6_sentado_com_pausa_curta","Respiracao 4-6 sentado com pausa curta","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao 4-6 sentado com pausa curta para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_4_6_sentado_em_ritmo_lento","Respiracao 4-6 sentado em ritmo lento","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao 4-6 sentado em ritmo lento para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_lateral_nas_costelas","Respiracao lateral nas costelas","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao lateral nas costelas para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_lateral_nas_costelas_regressivo","Respiracao lateral nas costelas regressivo","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao lateral nas costelas regressivo para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_lateral_nas_costelas_com_pausa_curta","Respiracao lateral nas costelas com pausa curta","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao lateral nas costelas com pausa curta para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","respiracao_lateral_nas_costelas_em_ritmo_lento","Respiracao lateral nas costelas em ritmo lento","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Respiracao lateral nas costelas em ritmo lento para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","relaxamento_progressivo_pos_treino","Relaxamento progressivo pos-treino","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Relaxamento progressivo pos-treino para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","relaxamento_progressivo_pos_treino_regressivo","Relaxamento progressivo pos-treino regressivo","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Relaxamento progressivo pos-treino regressivo para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","relaxamento_progressivo_pos_treino_com_pausa_curta","Relaxamento progressivo pos-treino com pausa curta","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Relaxamento progressivo pos-treino com pausa curta para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","relaxamento_progressivo_pos_treino_em_ritmo_lento","Relaxamento progressivo pos-treino em ritmo lento","recuperacao","recuperacao","respiracao e cooldown","Peso corporal, tapete, passadeira ou bicicleta","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Relaxamento progressivo pos-treino em ritmo lento para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_quadriceps","Foam roller nos quadriceps","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos quadriceps para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_quadriceps_regressivo","Foam roller nos quadriceps regressivo","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos quadriceps regressivo para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_quadriceps_com_pausa_curta","Foam roller nos quadriceps com pausa curta","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos quadriceps com pausa curta para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_quadriceps_em_ritmo_lento","Foam roller nos quadriceps em ritmo lento","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos quadriceps em ritmo lento para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gemeos","Foam roller nos gemeos","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gemeos para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gemeos_regressivo","Foam roller nos gemeos regressivo","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gemeos regressivo para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gemeos_com_pausa_curta","Foam roller nos gemeos com pausa curta","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gemeos com pausa curta para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gemeos_em_ritmo_lento","Foam roller nos gemeos em ritmo lento","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gemeos em ritmo lento para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gluteos","Foam roller nos gluteos","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gluteos para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gluteos_regressivo","Foam roller nos gluteos regressivo","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gluteos regressivo para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gluteos_com_pausa_curta","Foam roller nos gluteos com pausa curta","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gluteos com pausa curta para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","foam_roller_nos_gluteos_em_ritmo_lento","Foam roller nos gluteos em ritmo lento","recuperacao","recuperacao","foam roller e bola","Foam roller ou bola de massagem","","recuperacao ativa","respiracao; mobilidade leve; relaxamento muscular","","usar Foam roller nos gluteos em ritmo lento para baixar intensidade e recuperar sem esforco excessivo","GOOD_V1","A"
"v0.9.9B6A","aquecimento_corpo_inteiro_de_5_minutos","Aquecimento corpo inteiro de 5 minutos","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento corpo inteiro de 5 minutos antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_corpo_inteiro_de_5_minutos_progressivo","Aquecimento corpo inteiro de 5 minutos progressivo","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento corpo inteiro de 5 minutos progressivo antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","marcha_ativa_com_mobilidade_de_bracos","Marcha ativa com mobilidade de bracos","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Marcha ativa com mobilidade de bracos antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","marcha_ativa_com_mobilidade_de_bracos_progressivo","Marcha ativa com mobilidade de bracos progressivo","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Marcha ativa com mobilidade de bracos progressivo antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","sequencia_dinamica_de_agachar_e_alcancar","Sequencia dinamica de agachar e alcancar","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Sequencia dinamica de agachar e alcancar antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","sequencia_dinamica_de_agachar_e_alcancar_progressivo","Sequencia dinamica de agachar e alcancar progressivo","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Sequencia dinamica de agachar e alcancar progressivo antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","mobilidade_dinamica_de_corpo_inteiro","Mobilidade dinamica de corpo inteiro","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Mobilidade dinamica de corpo inteiro antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","mobilidade_dinamica_de_corpo_inteiro_progressivo","Mobilidade dinamica de corpo inteiro progressivo","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Mobilidade dinamica de corpo inteiro progressivo antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_articular_da_cabeca_aos_pes","Aquecimento articular da cabeca aos pes","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento articular da cabeca aos pes antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_articular_da_cabeca_aos_pes_progressivo","Aquecimento articular da cabeca aos pes progressivo","aquecimento","aquecimento","geral e musculacao","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento articular da cabeca aos pes progressivo antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_corrida_leve","Aquecimento antes de corrida leve","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de corrida leve antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_corrida_leve_com_baixa_intensidade","Aquecimento antes de corrida leve com baixa intensidade","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de corrida leve com baixa intensidade antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_bicicleta","Aquecimento antes de bicicleta","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de bicicleta antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_bicicleta_com_baixa_intensidade","Aquecimento antes de bicicleta com baixa intensidade","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de bicicleta com baixa intensidade antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_karate","Aquecimento antes de Karate","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de Karate antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_karate_com_baixa_intensidade","Aquecimento antes de Karate com baixa intensidade","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de Karate com baixa intensidade antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_bjj","Aquecimento antes de BJJ","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de BJJ antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_antes_de_bjj_com_baixa_intensidade","Aquecimento antes de BJJ com baixa intensidade","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento antes de BJJ com baixa intensidade antes da sessao principal","GOOD_V1","A"
"v0.9.9B6A","aquecimento_de_punhos_e_ombros_para_tatami","Aquecimento de punhos e ombros para tatami","aquecimento","aquecimento","cardio e artes marciais","Peso corporal, elastico ou corda leve","","preparacao geral","articulacoes; core; pernas; ombros","","preparar o corpo com Aquecimento de punhos e ombros para tatami antes da sessao principal","GOOD_V1","A"
