axis,key,label
"muscles","karate_technical","karate technical"
"muscles","jiu_jitsu_technical","jiu jitsu technical"
"muscles","mobility","mobility"
"muscles","boxe","boxe"
"muscles","kickboxing","kickboxing"
"muscles","muay_thai","muay thai"
"muscles","judo","judo"
"muscles","taekwondo","taekwondo"
"muscles","defesa_pessoal","defesa pessoal"
"muscles","artes_marciais","artes marciais"
"muscles","elasticidade","elasticidade"
"muscles","recuperacao","recuperacao"
"muscles","aquecimento","aquecimento"
"muscles","ativacao","ativacao"
"muscles","prevencao","prevencao"
"joints","cervical_stabilizers","cervical stabilizers"
"joints","wrist","wrist"
"joints","fingers","fingers"
"joints","hip_flexors","hip flexors"
"joints","ankle","ankle"
"joints","feet","feet"
"joints","hip_external_rotators","hip external rotators"
"modalities","strength","Musculacao"
"modalities","cardio","Cardio"
"modalities","martial_arts","Artes marciais"
"modalities","mobility","Mobilidade"
"modalities","elasticity","Elasticidade"
"modalities","recovery","Recuperacao"
"modalities","warmup","Aquecimento"
"modalities","activation","Ativacao"
"modalities","prevention","Prevencao"
"martial_arts","karate","Karate"
"martial_arts","jiu_jitsu","Jiu-Jitsu"
"martial_arts","martial_conditioning","Condicionamento para artes marciais"
"martial_arts","martial_mobility","Mobilidade para artes marciais"
"technical_focuses","chest_complete","Peito completo"
"technical_focuses","upper_chest","Peito superior"
"technical_focuses","mid_chest","Peito médio"
"technical_focuses","lower_chest","Peito inferior"
"technical_focuses","pectoralis_minor","Peitoral menor"
"technical_focuses","serratus_anterior","Serrátil anterior"
"technical_focuses","back_complete","Costas completas"
"technical_focuses","back_upper","Costas superior"
"technical_focuses","back_mid","Costas média"
"technical_focuses","back_lower","Costas inferior / lombar"
"technical_focuses","back_width","Costas largura"
"technical_focuses","back_thickness","Costas espessura"
"technical_focuses","shoulders_complete","Ombros completos"
"technical_focuses","anterior_deltoid","Deltoide anterior"
"technical_focuses","lateral_deltoid","Deltoide lateral"
"technical_focuses","posterior_deltoid","Deltoide posterior"
"technical_focuses","rotator_cuff","Manguito rotador"
"technical_focuses","external_rotators","Rotadores externos"
"technical_focuses","internal_rotators","Rotadores internos"
"technical_focuses","scapular_stability","Estabilidade escapular"
"technical_focuses","arms_complete","Braços completos"
"technical_focuses","upper_arm","Braço"
"technical_focuses","forearm_hand","Antebraço / punho / mão"
"technical_focuses","biceps_brachii","Bíceps braquial"
"technical_focuses","biceps","Bíceps"
"technical_focuses","brachialis","Braquial"
"technical_focuses","brachioradialis","Braquiorradial"
"technical_focuses","coracobrachialis","Coracobraquial"
"technical_focuses","triceps","Tríceps completo"
"technical_focuses","triceps_long","Tríceps cabeça longa"
"technical_focuses","triceps_lateral","Tríceps cabeça lateral"
"technical_focuses","triceps_medial","Tríceps cabeça medial"
"technical_focuses","forearm_complete","Antebraço completo"
"technical_focuses","forearm_flexors","Flexores do antebraço"
"technical_focuses","forearm_extensors","Extensores do antebraço"
"technical_focuses","pronators","Pronadores"
"technical_focuses","supinators","Supinadores"
"technical_focuses","wrist","Punho"
"technical_focuses","fingers","Dedos"
"technical_focuses","support_grip","Pega de suporte"
"technical_focuses","pinch_grip","Pega de pinça"
"technical_focuses","general_grip","Força de pega geral"
"technical_focuses","traps_complete","Trapézio completo"
"technical_focuses","upper_traps","Trapézio superior"
"technical_focuses","mid_traps","Trapézio médio"
"technical_focuses","lower_traps","Trapézio inferior"
"technical_focuses","neck_complete","Pescoço completo"
"technical_focuses","anterior_neck","Pescoço anterior"
"technical_focuses","posterior_neck","Pescoço posterior"
"technical_focuses","lateral_neck","Pescoço lateral"
"technical_focuses","cervical_stabilizers","Estabilizadores cervicais"
"technical_focuses","core_complete","Core completo"
"technical_focuses","abdominal_zone","Abdominal"
"technical_focuses","lumbar_zone","Lombar"
"technical_focuses","core_stability_zone","Estabilidade do core"
"technical_focuses","abs_complete","Abdominal completo"
"technical_focuses","upper_abs","Abdominal superior"
"technical_focuses","mid_abs","Abdominal médio"
"technical_focuses","lower_abs","Abdominal inferior"
"technical_focuses","lateral_abs","Abdominais laterais / oblíquos"
"technical_focuses","rectus_abdominis","Reto abdominal"
"technical_focuses","external_obliques","Oblíquos externos"
"technical_focuses","internal_obliques","Oblíquos internos"
"technical_focuses","transverse_abdominis","Transverso abdominal"
"technical_focuses","erectors","Eretores da espinha"
"technical_focuses","quadratus_lumborum","Quadrado lombar"
"technical_focuses","anti_rotation","Anti-rotação"
"technical_focuses","anti_extension","Anti-extensão"
"technical_focuses","anti_lateral_flexion","Anti-flexão lateral"
"technical_focuses","deep_stability","Estabilidade profunda"
"technical_focuses","legs_complete","Pernas completas"
"technical_focuses","upper_leg_hip","Acima do joelho / coxa e anca"
"technical_focuses","lower_leg_foot","Abaixo do joelho / perna inferior e pé"
"technical_focuses","thigh_complete","Coxa completa"
"technical_focuses","quadriceps_complete","Quadríceps completo"
"technical_focuses","rectus_femoris","Reto femoral"
"technical_focuses","vastus_lateralis","Vasto lateral"
"technical_focuses","vastus_medialis","Vasto medial"
"technical_focuses","vastus_intermedius","Vasto intermédio"
"technical_focuses","hamstrings_complete","Posterior de coxa completo"
"technical_focuses","biceps_femoris","Bíceps femoral"
"technical_focuses","semitendinosus","Semitendinoso"
"technical_focuses","semimembranosus","Semimembranoso"
"technical_focuses","glutes_complete","Glúteos completo"
"technical_focuses","glute_max","Glúteo máximo"
"technical_focuses","glute_med","Glúteo médio"
"technical_focuses","glute_min","Glúteo mínimo"
"technical_focuses","adductors","Adutores"
"technical_focuses","abductors","Abdutores"
"technical_focuses","hip_flexors","Flexores da anca"
"technical_focuses","hip_external_rotators","Rotadores externos da anca"
"technical_focuses","lower_leg_complete","Perna inferior completa"
"technical_focuses","calves","Gémeos"
"technical_focuses","soleus","Sóleo"
"technical_focuses","tibialis_anterior","Tibial anterior"
"technical_focuses","ankle","Tornozelo"
"technical_focuses","feet","Pés"
"technical_focuses","ankle_stability","Estabilidade do tornozelo"
"technical_focuses","rhomboids","Romboides"
"technical_focuses","scapular_stabilizers","Estabilizadores escapulares"
"technical_focuses","teres_major","Redondo maior"
"technical_focuses","teres_minor","Redondo menor"
"technical_focuses","latissimus_dorsi","Dorsal / latíssimo do dorso"
"technical_focuses","lumbar","Lombar"
"technical_focuses","lumbar_stability","Estabilidade lombar"
"technical_focuses","vertical_pulls","Puxadas verticais"
"technical_focuses","horizontal_rows","Remadas horizontais"
"technical_focuses","no_equipment","Sem equipamento"
"technical_focuses","treadmill","Passadeira"
"technical_focuses","bike","Bicicleta"
"technical_focuses","elliptical","Elíptica"
"technical_focuses","rower","Remo ergómetro"
"technical_focuses","stairs","Stepper / escadas"
"technical_focuses","air_bike","Air bike"
"technical_focuses","jump_rope","Corda de saltar"
"technical_focuses","outdoor_walk","Caminhada exterior"
"technical_focuses","outdoor_run","Corrida exterior"
"technical_focuses","hiit","HIIT"
"technical_focuses","aerobic_endurance","Resistência aeróbia"
"technical_focuses","treadmill_warmup","Aquecimento"
"technical_focuses","treadmill_easy_pace","Ritmo leve"
"technical_focuses","treadmill_moderate_pace","Ritmo moderado"
"technical_focuses","treadmill_intervals","Intervalos / HIIT"
"technical_focuses","karate_complete","Karate completo"
"technical_focuses","kihon","Kihon"
"technical_focuses","kata","Kata"
"technical_focuses","kumite_technical","Kumite técnico"
"technical_focuses","karate_shadow","Sombra de Karate"
"technical_focuses","karate_footwork","Deslocamentos"
"technical_focuses","karate_stances","Bases (dachi)"
"technical_focuses","karate_blocks","Bloqueios"
"technical_focuses","karate_evasions","Esquivas / tai-sabaki"
"technical_focuses","karate_knees","Joelhadas"
"technical_focuses","karate_bag","Trabalho ao saco"
"technical_focuses","karate_guard","Guarda"
"technical_focuses","karate_punches","Socos técnicos"
"technical_focuses","karate_kicks","Pontapés técnicos"
"technical_focuses","karate_mobility","Mobilidade para Karate"
"technical_focuses","karate_conditioning","Condicionamento para Karate"
"technical_focuses","jiu_jitsu_complete","Jiu-Jitsu completo"
"technical_focuses","shrimp","Shrimp / fuga de anca"
"technical_focuses","grappling_bridge","Ponte de grappling"
"technical_focuses","technical_stand_up","Technical stand-up"
"technical_focuses","jiu_jitsu_rolls","Rolamentos"
"technical_focuses","jiu_jitsu_breakfalls","Breakfalls / ukemi"
"technical_focuses","jiu_jitsu_inversions","Inversões"
"technical_focuses","jiu_jitsu_guard","Guarda"
"technical_focuses","guard_passing","Passagem de guarda"
"technical_focuses","jiu_jitsu_grip","Força de pega"
"technical_focuses","jiu_jitsu_core","Core para Jiu-Jitsu"
"technical_focuses","jiu_jitsu_mobility","Mobilidade para Jiu-Jitsu"
"technical_focuses","jiu_jitsu_conditioning","Condicionamento para Jiu-Jitsu"
"technical_focuses","general_mobility","Geral"
"technical_focuses","shoulder_mobility","Ombros"
"technical_focuses","chest_mobility","Peitoral"
"technical_focuses","back_mobility","Dorsal"
"technical_focuses","thoracic_mobility","Coluna torácica"
"technical_focuses","hip_mobility","Anca"
"technical_focuses","hamstring_mobility","Posterior de coxa"
"technical_focuses","glute_mobility","Glúteos"
"technical_focuses","quadriceps_mobility","Quadríceps"
"technical_focuses","ankle_mobility","Tornozelo"
"technical_focuses","calf_mobility","Gémeos"
"technical_focuses","wrist_mobility","Punhos"
"technical_focuses","neck_mobility","Pescoço"
"technical_focuses","easy_walk","Caminhada leve"
"technical_focuses","light_mobility","Mobilidade leve"
"technical_focuses","light_stretching","Alongamentos leves"
"technical_focuses","breathing","Respiração"
"technical_focuses","active_recovery","Recuperação ativa"
"objectives","muscle_gain","Ganhar músculo"
"objectives","strength","Força"
"objectives","endurance","Resistência"
"objectives","cardio","Cardio"
"objectives","mobility","Mobilidade"
"objectives","elasticity","Elasticidade"
"objectives","recovery","Recuperação"
"objectives","martial_arts","Artes marciais"
"objectives","warmup","Aquecimento"
"objectives","activation","Ativação"
"objectives","prevention","Prevenção"
"levels","beginner","Iniciante"
"levels","intermediate","Intermedio"
"levels","advanced","Avancado"
"contexts","pescoco","pescoco"
"contexts","trapezio","trapezio"
"contexts","ombros","ombros"
"contexts","peito","peito"
"contexts","costas","costas"
"contexts","lombar","lombar"
"contexts","biceps","biceps"
"contexts","triceps","triceps"
"contexts","antebraco_pega","antebraco_pega"
"contexts","core","core"
"contexts","pernas","pernas"
"contexts","cardio","cardio"
"contexts","karate","karate"
"contexts","jiu_jitsu","jiu_jitsu"
"contexts","mobilidade","mobilidade"
"contexts","boxe","boxe"
"contexts","kickboxing","kickboxing"
"contexts","muay_thai","muay_thai"
"contexts","judo","judo"
"contexts","taekwondo","taekwondo"
"contexts","defesa_pessoal","defesa_pessoal"
"contexts","artes_marciais","artes_marciais"
"contexts","elasticidade","elasticidade"
"contexts","recuperacao","recuperacao"
"contexts","aquecimento","aquecimento"
"contexts","ativacao","ativacao"
"contexts","prevencao","prevencao"
"visible_filters","chest_complete","Peito completo"
"visible_filters","upper_chest","Peito superior"
"visible_filters","mid_chest","Peito médio"
"visible_filters","lower_chest","Peito inferior"
"visible_filters","pectoralis_minor","Peitoral menor"
"visible_filters","serratus_anterior","Serrátil anterior"
"visible_filters","back_complete","Costas completas"
"visible_filters","back_upper","Costas superior"
"visible_filters","back_mid","Costas média"
"visible_filters","back_lower","Costas inferior / lombar"
"visible_filters","back_width","Costas largura"
"visible_filters","back_thickness","Costas espessura"
"visible_filters","shoulders_complete","Ombros completos"
"visible_filters","anterior_deltoid","Deltoide anterior"
"visible_filters","lateral_deltoid","Deltoide lateral"
"visible_filters","posterior_deltoid","Deltoide posterior"
"visible_filters","rotator_cuff","Manguito rotador"
"visible_filters","external_rotators","Rotadores externos"
"visible_filters","internal_rotators","Rotadores internos"
"visible_filters","scapular_stability","Estabilidade escapular"
"visible_filters","arms_complete","Braços completos"
"visible_filters","upper_arm","Braço"
"visible_filters","forearm_hand","Antebraço / punho / mão"
"visible_filters","biceps_brachii","Bíceps braquial"
"visible_filters","biceps","Bíceps"
"visible_filters","brachialis","Braquial"
"visible_filters","brachioradialis","Braquiorradial"
"visible_filters","coracobrachialis","Coracobraquial"
"visible_filters","triceps","Tríceps completo"
"visible_filters","triceps_long","Tríceps cabeça longa"
"visible_filters","triceps_lateral","Tríceps cabeça lateral"
"visible_filters","triceps_medial","Tríceps cabeça medial"
"visible_filters","forearm_complete","Antebraço completo"
"visible_filters","forearm_flexors","Flexores do antebraço"
"visible_filters","forearm_extensors","Extensores do antebraço"
"visible_filters","pronators","Pronadores"
"visible_filters","supinators","Supinadores"
"visible_filters","wrist","Punho"
"visible_filters","fingers","Dedos"
"visible_filters","support_grip","Pega de suporte"
"visible_filters","pinch_grip","Pega de pinça"
"visible_filters","general_grip","Força de pega geral"
"visible_filters","traps_complete","Trapézio completo"
"visible_filters","upper_traps","Trapézio superior"
"visible_filters","mid_traps","Trapézio médio"
"visible_filters","lower_traps","Trapézio inferior"
"visible_filters","neck_complete","Pescoço completo"
"visible_filters","anterior_neck","Pescoço anterior"
"visible_filters","posterior_neck","Pescoço posterior"
"visible_filters","lateral_neck","Pescoço lateral"
"visible_filters","cervical_stabilizers","Estabilizadores cervicais"
"visible_filters","core_complete","Core completo"
"visible_filters","abdominal_zone","Abdominal"
"visible_filters","lumbar_zone","Lombar"
"visible_filters","core_stability_zone","Estabilidade do core"
"visible_filters","abs_complete","Abdominal completo"
"visible_filters","upper_abs","Abdominal superior"
"visible_filters","mid_abs","Abdominal médio"
"visible_filters","lower_abs","Abdominal inferior"
"visible_filters","lateral_abs","Abdominais laterais / oblíquos"
"visible_filters","rectus_abdominis","Reto abdominal"
"visible_filters","external_obliques","Oblíquos externos"
"visible_filters","internal_obliques","Oblíquos internos"
"visible_filters","transverse_abdominis","Transverso abdominal"
"visible_filters","erectors","Eretores da espinha"
"visible_filters","quadratus_lumborum","Quadrado lombar"
"visible_filters","anti_rotation","Anti-rotação"
"visible_filters","anti_extension","Anti-extensão"
"visible_filters","anti_lateral_flexion","Anti-flexão lateral"
"visible_filters","deep_stability","Estabilidade profunda"
"visible_filters","legs_complete","Pernas completas"
"visible_filters","upper_leg_hip","Acima do joelho / coxa e anca"
"visible_filters","lower_leg_foot","Abaixo do joelho / perna inferior e pé"
"visible_filters","thigh_complete","Coxa completa"
"visible_filters","quadriceps_complete","Quadríceps completo"
"visible_filters","rectus_femoris","Reto femoral"
"visible_filters","vastus_lateralis","Vasto lateral"
"visible_filters","vastus_medialis","Vasto medial"
"visible_filters","vastus_intermedius","Vasto intermédio"
"visible_filters","hamstrings_complete","Posterior de coxa completo"
"visible_filters","biceps_femoris","Bíceps femoral"
"visible_filters","semitendinosus","Semitendinoso"
"visible_filters","semimembranosus","Semimembranoso"
"visible_filters","glutes_complete","Glúteos completo"
"visible_filters","glute_max","Glúteo máximo"
"visible_filters","glute_med","Glúteo médio"
"visible_filters","glute_min","Glúteo mínimo"
"visible_filters","adductors","Adutores"
"visible_filters","abductors","Abdutores"
"visible_filters","hip_flexors","Flexores da anca"
"visible_filters","hip_external_rotators","Rotadores externos da anca"
"visible_filters","lower_leg_complete","Perna inferior completa"
"visible_filters","calves","Gémeos"
"visible_filters","soleus","Sóleo"
"visible_filters","tibialis_anterior","Tibial anterior"
"visible_filters","ankle","Tornozelo"
"visible_filters","feet","Pés"
"visible_filters","ankle_stability","Estabilidade do tornozelo"
"visible_filters","rhomboids","Romboides"
"visible_filters","scapular_stabilizers","Estabilizadores escapulares"
"visible_filters","teres_major","Redondo maior"
"visible_filters","teres_minor","Redondo menor"
"visible_filters","latissimus_dorsi","Dorsal / latíssimo do dorso"
"visible_filters","lumbar","Lombar"
"visible_filters","lumbar_stability","Estabilidade lombar"
"visible_filters","vertical_pulls","Puxadas verticais"
"visible_filters","horizontal_rows","Remadas horizontais"
"visible_filters","no_equipment","Sem equipamento"
"visible_filters","treadmill","Passadeira"
"visible_filters","bike","Bicicleta"
"visible_filters","elliptical","Elíptica"
"visible_filters","rower","Remo ergómetro"
"visible_filters","stairs","Stepper / escadas"
"visible_filters","air_bike","Air bike"
"visible_filters","jump_rope","Corda de saltar"
"visible_filters","outdoor_walk","Caminhada exterior"
"visible_filters","outdoor_run","Corrida exterior"
"visible_filters","hiit","HIIT"
"visible_filters","aerobic_endurance","Resistência aeróbia"
"visible_filters","treadmill_warmup","Aquecimento"
"visible_filters","treadmill_easy_pace","Ritmo leve"
"visible_filters","treadmill_moderate_pace","Ritmo moderado"
"visible_filters","treadmill_intervals","Intervalos / HIIT"
"visible_filters","karate","Karate"
"visible_filters","jiu_jitsu","Jiu-Jitsu"
"visible_filters","martial_conditioning","Condicionamento para artes marciais"
"visible_filters","martial_mobility","Mobilidade para artes marciais"
"visible_filters","karate_complete","Karate completo"
"visible_filters","kihon","Kihon"
"visible_filters","kata","Kata"
"visible_filters","kumite_technical","Kumite técnico"
"visible_filters","karate_shadow","Sombra de Karate"
"visible_filters","karate_footwork","Deslocamentos"
"visible_filters","karate_stances","Bases (dachi)"
"visible_filters","karate_blocks","Bloqueios"
"visible_filters","karate_evasions","Esquivas / tai-sabaki"
"visible_filters","karate_knees","Joelhadas"
"visible_filters","karate_bag","Trabalho ao saco"
"visible_filters","karate_guard","Guarda"
"visible_filters","karate_punches","Socos técnicos"
"visible_filters","karate_kicks","Pontapés técnicos"
"visible_filters","karate_mobility","Mobilidade para Karate"
"visible_filters","karate_conditioning","Condicionamento para Karate"
"visible_filters","jiu_jitsu_complete","Jiu-Jitsu completo"
"visible_filters","shrimp","Shrimp / fuga de anca"
"visible_filters","grappling_bridge","Ponte de grappling"
"visible_filters","technical_stand_up","Technical stand-up"
"visible_filters","jiu_jitsu_rolls","Rolamentos"
"visible_filters","jiu_jitsu_breakfalls","Breakfalls / ukemi"
"visible_filters","jiu_jitsu_inversions","Inversões"
"visible_filters","jiu_jitsu_guard","Guarda"
"visible_filters","guard_passing","Passagem de guarda"
"visible_filters","jiu_jitsu_grip","Força de pega"
"visible_filters","jiu_jitsu_core","Core para Jiu-Jitsu"
"visible_filters","jiu_jitsu_mobility","Mobilidade para Jiu-Jitsu"
"visible_filters","jiu_jitsu_conditioning","Condicionamento para Jiu-Jitsu"
"visible_filters","general_mobility","Geral"
"visible_filters","shoulder_mobility","Ombros"
"visible_filters","chest_mobility","Peitoral"
"visible_filters","back_mobility","Dorsal"
"visible_filters","thoracic_mobility","Coluna torácica"
"visible_filters","hip_mobility","Anca"
"visible_filters","hamstring_mobility","Posterior de coxa"
"visible_filters","glute_mobility","Glúteos"
"visible_filters","quadriceps_mobility","Quadríceps"
"visible_filters","ankle_mobility","Tornozelo"
"visible_filters","calf_mobility","Gémeos"
"visible_filters","wrist_mobility","Punhos"
