id,type_key,location_key,equipment_key,region_key,group_key,subzone_key,focus_key,cardio_focus_key,martial_art_key,status,result_count,fallback_count,notice,issue
"strength>place_home_no_equipment>bodyweight>upper>back>back_upper","strength","place_home_no_equipment","bodyweight","upper","back","back_upper","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_upper>upper_traps","strength","place_home_no_equipment","bodyweight","upper","back","back_upper","upper_traps","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_upper>mid_traps","strength","place_home_no_equipment","bodyweight","upper","back","back_upper","mid_traps","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_upper>lower_traps","strength","place_home_no_equipment","bodyweight","upper","back","back_upper","lower_traps","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_upper>rhomboids","strength","place_home_no_equipment","bodyweight","upper","back","back_upper","rhomboids","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_upper>posterior_deltoid","strength","place_home_no_equipment","bodyweight","upper","back","back_upper","posterior_deltoid","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_upper>scapular_stabilizers","strength","place_home_no_equipment","bodyweight","upper","back","back_upper","scapular_stabilizers","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_mid","strength","place_home_no_equipment","bodyweight","upper","back","back_mid","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_mid>rhomboids","strength","place_home_no_equipment","bodyweight","upper","back","back_mid","rhomboids","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_mid>mid_traps","strength","place_home_no_equipment","bodyweight","upper","back","back_mid","mid_traps","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_mid>teres_major","strength","place_home_no_equipment","bodyweight","upper","back","back_mid","teres_major","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_mid>teres_minor","strength","place_home_no_equipment","bodyweight","upper","back","back_mid","teres_minor","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_mid>latissimus_dorsi","strength","place_home_no_equipment","bodyweight","upper","back","back_mid","latissimus_dorsi","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_lower","strength","place_home_no_equipment","bodyweight","upper","back","back_lower","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_lower>erectors","strength","place_home_no_equipment","bodyweight","upper","back","back_lower","erectors","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_lower>lumbar","strength","place_home_no_equipment","bodyweight","upper","back","back_lower","lumbar","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_lower>quadratus_lumborum","strength","place_home_no_equipment","bodyweight","upper","back","back_lower","quadratus_lumborum","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_lower>lumbar_stability","strength","place_home_no_equipment","bodyweight","upper","back","back_lower","lumbar_stability","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_width","strength","place_home_no_equipment","bodyweight","upper","back","back_width","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_width>latissimus_dorsi","strength","place_home_no_equipment","bodyweight","upper","back","back_width","latissimus_dorsi","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_width>teres_major","strength","place_home_no_equipment","bodyweight","upper","back","back_width","teres_major","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_width>vertical_pulls","strength","place_home_no_equipment","bodyweight","upper","back","back_width","vertical_pulls","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_thickness","strength","place_home_no_equipment","bodyweight","upper","back","back_thickness","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_thickness>rhomboids","strength","place_home_no_equipment","bodyweight","upper","back","back_thickness","rhomboids","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_thickness>mid_traps","strength","place_home_no_equipment","bodyweight","upper","back","back_thickness","mid_traps","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_thickness>lower_traps","strength","place_home_no_equipment","bodyweight","upper","back","back_thickness","lower_traps","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>back>back_thickness>horizontal_rows","strength","place_home_no_equipment","bodyweight","upper","back","back_thickness","horizontal_rows","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>shoulders_complete","strength","place_home_no_equipment","bodyweight","upper","shoulders","shoulders_complete","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>anterior_deltoid","strength","place_home_no_equipment","bodyweight","upper","shoulders","anterior_deltoid","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>lateral_deltoid","strength","place_home_no_equipment","bodyweight","upper","shoulders","lateral_deltoid","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>posterior_deltoid","strength","place_home_no_equipment","bodyweight","upper","shoulders","posterior_deltoid","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>rotator_cuff","strength","place_home_no_equipment","bodyweight","upper","shoulders","rotator_cuff","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>external_rotators","strength","place_home_no_equipment","bodyweight","upper","shoulders","external_rotators","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>internal_rotators","strength","place_home_no_equipment","bodyweight","upper","shoulders","internal_rotators","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>shoulders>scapular_stability","strength","place_home_no_equipment","bodyweight","upper","shoulders","scapular_stability","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>arms_complete","strength","place_home_no_equipment","bodyweight","upper","arms","arms_complete","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>upper_arm","strength","place_home_no_equipment","bodyweight","upper","arms","upper_arm","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>upper_arm>biceps_brachii","strength","place_home_no_equipment","bodyweight","upper","arms","upper_arm","biceps_brachii","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>upper_arm>brachialis","strength","place_home_no_equipment","bodyweight","upper","arms","upper_arm","brachialis","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>upper_arm>brachioradialis","strength","place_home_no_equipment","bodyweight","upper","arms","upper_arm","brachioradialis","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>upper_arm>triceps_long","strength","place_home_no_equipment","bodyweight","upper","arms","upper_arm","triceps_long","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>upper_arm>triceps_lateral","strength","place_home_no_equipment","bodyweight","upper","arms","upper_arm","triceps_lateral","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>upper_arm>triceps_medial","strength","place_home_no_equipment","bodyweight","upper","arms","upper_arm","triceps_medial","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>forearm_complete","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","forearm_complete","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>forearm_flexors","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","forearm_flexors","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>forearm_extensors","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","forearm_extensors","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>pronators","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","pronators","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>supinators","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","supinators","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>wrist","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","wrist","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>fingers","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","fingers","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>support_grip","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","support_grip","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>pinch_grip","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","pinch_grip","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>arms>forearm_hand>general_grip","strength","place_home_no_equipment","bodyweight","upper","arms","forearm_hand","general_grip","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>forearm_complete","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","forearm_complete","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>forearm_flexors","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","forearm_flexors","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>forearm_extensors","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","forearm_extensors","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>pronators","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","pronators","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>supinators","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","supinators","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>wrist","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","wrist","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>fingers","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","fingers","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>support_grip","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","support_grip","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>pinch_grip","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","pinch_grip","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>upper>forearm_hand>general_grip","strength","place_home_no_equipment","bodyweight","upper","forearm_hand","general_grip","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core","strength","place_home_no_equipment","bodyweight","core","","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>abdominal","strength","place_home_no_equipment","bodyweight","core","abdominal","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>obliques","strength","place_home_no_equipment","bodyweight","core","obliques","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>transverse_abs","strength","place_home_no_equipment","bodyweight","core","transverse_abs","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>low_back","strength","place_home_no_equipment","bodyweight","core","low_back","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>core_stability","strength","place_home_no_equipment","bodyweight","core","core_stability","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>anti_rotation","strength","place_home_no_equipment","bodyweight","core","anti_rotation","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>anti_extension","strength","place_home_no_equipment","bodyweight","core","anti_extension","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_no_equipment>bodyweight>core>anti_lateral_flexion","strength","place_home_no_equipment","bodyweight","core","anti_lateral_flexion","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_equipped>bodyweight>full_body","strength","place_home_equipped","bodyweight","full_body","","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_equipped>floor>full_body","strength","place_home_equipped","floor","full_body","","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_equipped>wall>full_body","strength","place_home_equipped","wall","full_body","","","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_equipped>bodyweight>upper>neck>neck_complete","strength","place_home_equipped","bodyweight","upper","neck","neck_complete","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_equipped>bodyweight>upper>neck>anterior_neck","strength","place_home_equipped","bodyweight","upper","neck","anterior_neck","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_equipped>bodyweight>upper>neck>posterior_neck","strength","place_home_equipped","bodyweight","upper","neck","posterior_neck","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
"strength>place_home_equipped>bodyweight>upper>neck>lateral_neck","strength","place_home_equipped","bodyweight","upper","neck","lateral_neck","","","","okEmptyWithExplicitNotice","0","0","Não há exercícios disponíveis para este foco com as capacidades atuais. Ativa Mostrar todos para ver o equipamento/local em falta.",""
